campaign_type,target_audience,duration,channel_used,impressions,clicks,leads,conversions,revenue,acquisition_cost,roi,language,engagement_score,customer_segment,date,brand,total_acquisition_cost
SEO,Youth,15.0,YouTube,36796.0,1581.0,774.0,302.0,89392.0,638.87,-0.54,English,7.22,College Students,2024-11-16,nykaa,192938.74
Social Media,Working Women,21.0,Email,84359.0,11028.0,3084.0,1901.0,1186224.0,40.64,14.35,Tamil,18.98,Youth,2025-05-17,nykaa,77256.64
Social Media,Working Women,9.0,"WhatsApp, YouTube, Facebook",52151.0,4951.0,1155.0,718.0,464546.0,255.1,1.54,Bengali,13.09,College Students,2025-04-18,nykaa,183161.8
Paid Ads,Premium Shoppers,7.0,"Email, Instagram",99006.0,13901.0,5326.0,2649.0,1491387.0,22.58,23.93,English,22.1,Premium Shoppers,2025-05-27,nykaa,59814.42
SEO,College Students,16.0,Facebook,82471.0,5797.0,3251.0,1940.0,1369640.0,101.63,5.95,English,13.32,Tier 2 City Customers,2025-05-30,nykaa,197162.19999999998
Social Media,Working Women,13.0,"Email, Google, WhatsApp",74621.0,4124.0,1052.0,353.0,110489.0,414.62,-0.25,English,7.41,Youth,2024-08-29,nykaa,146360.86000000002
Paid Ads,Premium Shoppers,12.0,"Google, Instagram",60166.0,7720.0,3135.0,1375.0,723250.0,184.29,1.85,Tamil,20.33,Youth,2024-08-29,nykaa,253398.75
Influencer,Working Women,14.0,Instagram,23232.0,1381.0,498.0,269.0,101413.0,931.68,-0.6,Tamil,9.25,Working Women,2025-05-11,nykaa,250621.91999999998
Influencer,Youth,14.0,"YouTube, Email",61590.0,3296.0,700.0,331.0,241299.0,606.17,0.2,English,7.03,Youth,2025-02-28,nykaa,200642.27
SEO,Tier 2 City Customers,25.0,Instagram,45557.0,3992.0,1691.0,995.0,584065.0,291.77,1.01,Tamil,14.66,Tier 2 City Customers,2025-02-28,nykaa,290311.14999999997
SEO,College Students,26.0,"Instagram, Email",64756.0,8778.0,2316.0,1252.0,373096.0,85.43,2.49,Hindi,19.07,College Students,2024-08-24,nykaa,106958.36000000002
Paid Ads,Premium Shoppers,7.0,"YouTube, Email, Instagram",80324.0,5248.0,2799.0,1801.0,506081.0,35.88,6.83,English,12.26,College Students,2025-01-21,nykaa,64619.880000000005
SEO,Youth,25.0,WhatsApp,87064.0,3404.0,1029.0,342.0,144666.0,375.62,0.13,Hindi,5.48,Premium Shoppers,2025-04-14,nykaa,128462.04000000001
Social Media,College Students,27.0,Facebook,83040.0,4982.0,1900.0,1479.0,535398.0,130.18,1.78,Tamil,10.07,Youth,2024-10-31,nykaa,192536.22
Paid Ads,Working Women,30.0,"Instagram, WhatsApp, Google",43489.0,1996.0,1016.0,587.0,142641.0,379.31,-0.36,Hindi,8.28,Youth,2024-09-06,nykaa,222654.97
Paid Ads,Working Women,21.0,"Email, Facebook, Instagram",98384.0,13210.0,3339.0,1900.0,1003200.0,147.05,2.59,Bengali,18.75,Tier 2 City Customers,2025-02-24,nykaa,279395.0
Paid Ads,College Students,13.0,Google,73082.0,2876.0,1648.0,1153.0,726390.0,142.95,3.41,Hindi,7.77,Youth,2024-09-09,nykaa,164821.34999999998
Social Media,Premium Shoppers,17.0,WhatsApp,17785.0,1035.0,373.0,284.0,59072.0,258.37,-0.19,Bengali,9.51,Tier 2 City Customers,2025-04-13,nykaa,73377.08
Social Media,College Students,23.0,"Facebook, Email",69000.0,7302.0,2144.0,1012.0,713460.0,216.59,2.25,Hindi,15.16,Tier 2 City Customers,2024-07-24,nykaa,219189.08000000002
Paid Ads,Tier 2 City Customers,9.0,Google,99825.0,11114.0,2938.0,1557.0,326970.0,119.84,0.75,Bengali,15.64,Premium Shoppers,2024-11-01,nykaa,186590.88
Social Media,Working Women,8.0,Google,71554.0,1805.0,579.0,460.0,315100.0,448.44,0.53,Bengali,3.97,Premium Shoppers,2025-02-08,nykaa,206282.4
Social Media,Premium Shoppers,16.0,"Instagram, YouTube",51553.0,1928.0,775.0,394.0,171390.0,672.55,-0.35,Hindi,6.01,Working Women,2025-01-15,nykaa,264984.69999999995
Email,College Students,16.0,Facebook,33617.0,715.0,218.0,140.0,82600.0,521.24,0.13,English,3.19,College Students,2024-09-27,nykaa,72973.6
Paid Ads,Premium Shoppers,17.0,Instagram,58254.0,7884.0,2976.0,2182.0,1228466.0,61.71,8.12,Bengali,22.39,Premium Shoppers,2024-09-15,nykaa,134651.22
SEO,Premium Shoppers,14.0,Instagram,12744.0,682.0,143.0,74.0,41292.0,1510.23,-0.63,Bengali,7.05,Working Women,2024-10-19,nykaa,111757.02
Influencer,Tier 2 City Customers,17.0,"YouTube, Email, Google",28660.0,1539.0,351.0,120.0,40200.0,1644.33,-0.8,Bengali,7.01,Youth,2025-02-25,nykaa,197319.59999999998
Email,Tier 2 City Customers,29.0,Instagram,59513.0,2927.0,1025.0,382.0,245244.0,352.34,0.82,English,7.28,Youth,2024-07-22,nykaa,134593.88
Paid Ads,Tier 2 City Customers,18.0,Instagram,55226.0,1027.0,357.0,193.0,119081.0,845.55,-0.27,Tamil,2.86,Premium Shoppers,2025-05-17,nykaa,163191.15
Influencer,Tier 2 City Customers,13.0,"Facebook, Google, WhatsApp",44442.0,5786.0,1313.0,784.0,164640.0,87.93,1.39,Bengali,17.74,Premium Shoppers,2024-09-15,nykaa,68937.12000000001
Influencer,Working Women,17.0,"Facebook, Instagram, YouTube",76252.0,10884.0,3263.0,1005.0,454260.0,195.78,1.31,Bengali,19.87,Premium Shoppers,2024-07-17,nykaa,196758.9
SEO,Tier 2 City Customers,30.0,"Email, WhatsApp, Facebook",99718.0,14868.0,8876.0,4926.0,2827524.0,12.27,45.78,English,28.75,College Students,2024-10-17,nykaa,60442.02
Social Media,Working Women,22.0,"Google, Instagram, Email",37252.0,796.0,167.0,129.0,69531.0,1806.61,-0.7,Bengali,2.93,Youth,2024-11-13,nykaa,233052.68999999997
Influencer,Working Women,18.0,Google,51202.0,3810.0,1914.0,709.0,220499.0,378.23,-0.18,Hindi,12.56,Working Women,2025-05-22,nykaa,268165.07
Influencer,Youth,24.0,Instagram,48529.0,6866.0,3599.0,2478.0,666582.0,60.44,3.45,Tamil,26.67,Youth,2024-08-09,nykaa,149770.32
Social Media,Youth,13.0,WhatsApp,19531.0,2269.0,982.0,371.0,285670.0,216.17,2.56,Hindi,18.54,College Students,2024-08-14,nykaa,80199.06999999999
Paid Ads,Working Women,17.0,"Facebook, Google, Email",99935.0,3194.0,788.0,424.0,114056.0,309.29,-0.13,English,4.41,Youth,2024-12-19,nykaa,131138.96000000002
Social Media,College Students,9.0,Email,94001.0,12169.0,3150.0,967.0,703009.0,123.04,4.91,Hindi,17.33,Premium Shoppers,2024-09-04,nykaa,118979.68000000001
Influencer,Youth,28.0,"WhatsApp, Email",24636.0,2511.0,1460.0,1064.0,677768.0,278.38,1.29,English,20.44,Working Women,2024-07-18,nykaa,296196.32
Influencer,Working Women,6.0,"Instagram, Facebook, Google",55021.0,6860.0,3744.0,1344.0,1024128.0,124.11,5.14,Tamil,21.72,Youth,2025-02-15,nykaa,166803.84
Influencer,College Students,8.0,"Email, Facebook, YouTube",61797.0,7760.0,3214.0,1122.0,866184.0,207.35500000000002,2.72,Bengali,19.57,Premium Shoppers,2024-11-03,nykaa,232652.31000000003
Social Media,Premium Shoppers,5.0,"WhatsApp, Email, Google",84881.0,8195.0,3269.0,1135.0,676460.0,145.98,3.08,English,14.84,College Students,2025-06-03,nykaa,165687.3
Paid Ads,Youth,25.0,"Facebook, Google",84708.0,3733.0,1601.0,1059.0,321936.0,55.26,4.5,Tamil,7.55,Working Women,2025-05-18,nykaa,58520.34
Social Media,College Students,30.0,Google,28592.0,3655.0,1453.0,842.0,261020.0,293.65,0.06,Tamil,20.81,Working Women,2025-05-18,nykaa,247253.3
Paid Ads,Premium Shoppers,7.0,"Google, Facebook, Instagram",70498.0,8059.0,3823.0,2157.0,832602.0,68.68,4.62,Tamil,19.91,College Students,2025-02-10,nykaa,148142.76
Paid Ads,College Students,19.0,"Instagram, WhatsApp",14170.0,1123.0,228.0,100.0,52200.0,1278.38,-0.59,Tamil,10.24,Tier 2 City Customers,2024-08-21,nykaa,127838.00000000001
Social Media,Premium Shoppers,30.0,"YouTube, Instagram",35819.0,2513.0,1247.0,544.0,111520.0,324.24,-0.37,Bengali,12.02,Premium Shoppers,2025-01-06,nykaa,176386.56
Paid Ads,Working Women,12.0,"WhatsApp, Instagram",44138.0,5531.0,1679.0,562.0,159046.0,399.45,-0.29,Tamil,17.61,Youth,2024-08-03,nykaa,224490.9
Paid Ads,Working Women,11.0,"WhatsApp, YouTube, Instagram",60321.0,2514.0,527.0,339.0,213231.0,279.59,1.25,Hindi,5.6,College Students,2025-02-19,nykaa,94781.01
Paid Ads,Tier 2 City Customers,6.0,"YouTube, Instagram, WhatsApp",51089.0,2937.0,1760.0,1348.0,624124.0,94.97,3.88,Tamil,11.83,Premium Shoppers,2024-09-23,nykaa,128019.56
Influencer,Premium Shoppers,6.0,Email,74805.0,9095.0,2883.0,1924.0,463684.0,50.52,3.77,Bengali,18.58,Premium Shoppers,2025-02-12,nykaa,97200.48000000001
Influencer,Youth,18.0,"WhatsApp, Facebook",35779.0,5225.0,2594.0,856.0,259368.0,194.53,0.56,Tamil,24.25,Working Women,2025-06-07,nykaa,166517.68
Email,Tier 2 City Customers,6.0,Instagram,49634.0,1540.0,351.0,122.0,93818.0,2180.83,-0.65,Bengali,4.06,Youth,2024-07-23,nykaa,266061.26
Paid Ads,College Students,21.0,"Facebook, YouTube, Instagram",48777.0,2423.0,1387.0,912.0,694032.0,159.35,3.78,English,9.68,Tier 2 City Customers,2024-07-23,nykaa,145327.19999999998
Paid Ads,Premium Shoppers,7.0,YouTube,20894.0,477.0,193.0,141.0,42441.0,492.89,-0.39,Bengali,3.88,Tier 2 City Customers,2025-03-21,nykaa,69497.49
Paid Ads,Tier 2 City Customers,6.0,Google,53119.0,6159.0,2300.0,1204.0,255248.0,213.16,-0.01,Tamil,18.19,Working Women,2024-10-05,nykaa,256644.63999999998
Paid Ads,Premium Shoppers,6.0,Instagram,92447.0,4234.0,1240.0,974.0,319472.0,270.14,0.21,Tamil,6.97,College Students,2025-02-19,nykaa,263116.36
SEO,College Students,11.0,"Facebook, WhatsApp",49248.0,1949.0,1026.0,499.0,286925.0,387.99,0.48,Tamil,7.05,Working Women,2025-03-24,nykaa,193607.01
Influencer,Premium Shoppers,7.0,"WhatsApp, YouTube, Google",94671.0,9175.0,4410.0,2499.0,1766793.0,52.78,12.4,English,16.99,College Students,2024-12-14,nykaa,131897.22
Influencer,Working Women,21.0,"Google, YouTube, Facebook",89990.0,3505.0,1793.0,1074.0,751800.0,259.5,1.7,Tamil,7.08,Youth,2024-10-27,nykaa,278703.0
Influencer,Premium Shoppers,8.0,"Google, Facebook",92236.0,6138.0,1396.0,633.0,446898.0,417.98,0.69,Bengali,8.85,Working Women,2024-10-27,nykaa,264581.34
Email,College Students,10.0,"WhatsApp, Google, Instagram",85818.0,2392.0,1112.0,590.0,340430.0,328.28,0.76,Hindi,4.77,College Students,2024-10-27,nykaa,193685.19999999998
Paid Ads,Youth,13.0,"WhatsApp, Google",91560.0,10243.0,2457.0,1139.0,271082.0,236.57,0.01,English,15.11,Premium Shoppers,2024-10-09,nykaa,269453.23
Email,Premium Shoppers,8.0,WhatsApp,56231.0,3442.0,1021.0,492.0,297168.0,499.85,0.21,Hindi,8.81,Tier 2 City Customers,2025-02-25,nykaa,245926.2
Social Media,Tier 2 City Customers,11.0,"Email, Facebook, YouTube",39008.0,1024.0,417.0,282.0,170610.0,208.64,1.9,English,4.42,Working Women,2025-02-23,nykaa,58836.479999999996
Email,Tier 2 City Customers,16.0,"Instagram, Facebook",85319.0,5490.0,3051.0,1666.0,982940.0,35.63,15.56,Tamil,11.96,Premium Shoppers,2024-09-19,nykaa,59359.58
Paid Ads,Premium Shoppers,16.0,"Facebook, WhatsApp",83312.0,7037.0,3321.0,2489.0,569981.0,37.95,5.03,English,15.42,Working Women,2025-04-09,nykaa,94457.55
Email,College Students,22.0,"WhatsApp, Facebook",67078.0,4522.0,1999.0,1516.0,591240.0,122.57,2.18,Hindi,11.98,Youth,2025-02-15,nykaa,185816.12
Email,Youth,14.0,YouTube,60317.0,2337.0,924.0,356.0,86152.0,607.23,-0.6,English,6.0,Premium Shoppers,2024-09-25,nykaa,216173.88
SEO,Youth,10.0,"WhatsApp, YouTube, Facebook",20630.0,2351.0,767.0,456.0,153216.0,207.35500000000002,0.62,Bengali,17.32,Working Women,2025-04-15,nykaa,94553.88
SEO,Youth,24.0,"Email, WhatsApp, Facebook",98542.0,13381.0,4936.0,1982.0,1393346.0,48.07,13.62,English,20.6,College Students,2024-08-08,nykaa,95274.74
Paid Ads,Working Women,13.0,WhatsApp,52848.0,3450.0,1531.0,1131.0,230724.0,123.84,0.65,English,11.57,Working Women,2025-04-17,nykaa,140063.04
Influencer,Working Women,17.0,"Google, YouTube",46658.0,3641.0,1972.0,952.0,482664.0,112.75,3.5,Hindi,14.07,Premium Shoppers,2024-08-19,nykaa,107338.0
Influencer,Tier 2 City Customers,19.0,"Instagram, WhatsApp, YouTube",55226.0,1253.0,514.0,336.0,206976.0,474.07,0.3,English,3.81,Youth,2024-09-05,nykaa,159287.52
Email,Working Women,29.0,"WhatsApp, Instagram",64268.0,8323.0,2092.0,854.0,533750.0,211.58,1.95,Bengali,17.53,College Students,2024-09-05,nykaa,180689.32
Social Media,Tier 2 City Customers,12.0,YouTube,29025.0,3970.0,1528.0,715.0,536965.0,165.11,3.55,Bengali,21.41,Youth,2024-10-12,nykaa,118053.65000000001
Paid Ads,Working Women,10.0,"Facebook, WhatsApp, YouTube",30927.0,3232.0,1551.0,621.0,170775.0,428.9,-0.36,English,17.47,College Students,2024-09-21,nykaa,266346.89999999997
Paid Ads,College Students,20.0,WhatsApp,93254.0,13029.0,4712.0,2576.0,1463168.0,207.35500000000002,1.74,Hindi,21.79,Tier 2 City Customers,2024-09-06,nykaa,534146.4800000001
Email,College Students,25.0,"WhatsApp, Instagram",56016.0,3091.0,1486.0,1135.0,500535.0,201.94,1.18,Bengali,10.2,College Students,2024-12-07,nykaa,229201.9
Email,Tier 2 City Customers,13.0,"YouTube, Instagram, Facebook",19220.0,1653.0,651.0,282.0,112518.0,859.57,-0.54,Tamil,13.45,Tier 2 City Customers,2024-11-05,nykaa,242398.74000000002
Influencer,College Students,24.0,"Google, Facebook, WhatsApp",35278.0,3716.0,1618.0,730.0,182500.0,85.94,1.91,Hindi,17.19,Premium Shoppers,2024-09-01,nykaa,62736.2
Paid Ads,College Students,27.0,"Google, YouTube",34854.0,3390.0,1406.0,686.0,216776.0,266.54,0.19,Hindi,15.73,Premium Shoppers,2024-11-01,nykaa,182846.44
Email,Working Women,11.0,"Facebook, Google",35580.0,5336.0,2493.0,814.0,280830.0,239.72,0.44,Bengali,24.29,Youth,2024-08-27,nykaa,195132.08
SEO,Premium Shoppers,22.0,"Instagram, YouTube, Google",91042.0,10498.0,4250.0,2279.0,1620369.0,48.41,13.69,Bengali,18.7,Premium Shoppers,2025-01-28,nykaa,110326.39
Paid Ads,College Students,17.0,"YouTube, WhatsApp, Facebook",61525.0,6343.0,1928.0,1119.0,447600.0,105.67,2.79,English,15.26,College Students,2025-02-20,nykaa,118244.73
Paid Ads,Tier 2 City Customers,27.0,Email,74488.0,4731.0,2727.0,1189.0,439930.0,126.21,1.93,Bengali,11.61,Tier 2 City Customers,2024-11-16,nykaa,150063.69
Social Media,Tier 2 City Customers,23.0,"Google, WhatsApp",25159.0,2909.0,877.0,580.0,240120.0,91.6,3.52,Bengali,17.35,College Students,2025-01-15,nykaa,53128.0
Social Media,Working Women,22.0,"WhatsApp, Google, YouTube",28876.0,1886.0,1050.0,417.0,126351.0,274.12,0.11,English,11.61,Youth,2025-01-12,nykaa,114308.04000000001
Social Media,Tier 2 City Customers,15.0,"Facebook, Google",85396.0,9341.0,4162.0,2304.0,737280.0,120.88,1.65,Tamil,18.51,Premium Shoppers,2025-05-29,nykaa,278507.52
SEO,Working Women,17.0,"Instagram, WhatsApp",27477.0,4033.0,1486.0,875.0,322000.0,167.57,1.2,Tamil,23.27,College Students,2025-01-13,nykaa,146623.75
Email,College Students,13.0,Facebook,80276.0,2108.0,784.0,377.0,195286.0,285.85,0.81,Hindi,4.07,Working Women,2025-01-17,nykaa,107765.45000000001
Social Media,Working Women,28.0,"Facebook, Email, Instagram",11775.0,678.0,333.0,151.0,72782.0,1900.84,-0.75,English,9.87,Youth,2024-11-08,nykaa,287026.83999999997
Email,Premium Shoppers,14.0,Google,94198.0,11282.0,6768.0,4987.0,3520822.0,53.98,12.08,Tamil,24.46,College Students,2024-07-11,nykaa,269198.26
Email,Youth,30.0,"Facebook, YouTube",40717.0,1371.0,766.0,320.0,80320.0,408.68,-0.39,Bengali,6.03,Premium Shoppers,2025-02-10,nykaa,130777.6
Social Media,Youth,6.0,"Facebook, Instagram",36090.0,3443.0,1378.0,1052.0,727984.0,119.82,4.78,English,16.27,College Students,2024-12-06,nykaa,126050.64
Email,Youth,14.0,"Email, YouTube",67894.0,5119.0,1395.0,1097.0,482680.0,272.11,0.62,Bengali,11.21,College Students,2024-12-06,nykaa,298504.67000000004
SEO,Tier 2 City Customers,12.0,"Email, Google, Facebook",57286.0,3832.0,1225.0,694.0,525358.0,144.47,4.24,Bengali,10.04,College Students,2025-01-20,nykaa,100262.18
Paid Ads,Youth,8.0,"Email, Facebook",20748.0,1524.0,890.0,672.0,321216.0,210.07,1.28,Tamil,14.87,Premium Shoppers,2025-02-08,nykaa,141167.04
Paid Ads,Tier 2 City Customers,10.0,WhatsApp,33973.0,1434.0,825.0,387.0,182664.0,464.13,0.02,English,7.79,Working Women,2024-11-03,nykaa,179618.31
Paid Ads,College Students,30.0,Facebook,55226.0,3739.0,888.0,406.0,312214.0,646.45,0.19,English,9.11,Tier 2 City Customers,2025-03-15,nykaa,262458.7
Paid Ads,College Students,28.0,"Instagram, Google",55784.0,1715.0,552.0,401.0,119097.0,702.72,-0.58,Hindi,4.78,College Students,2025-03-23,nykaa,281790.72000000003
Influencer,Youth,26.0,"Google, YouTube, Email",18590.0,913.0,242.0,164.0,118408.0,207.35500000000002,2.48,Hindi,7.1,Youth,2025-01-03,nykaa,34006.22
Influencer,Youth,15.0,"Facebook, YouTube",65165.0,8972.0,4626.0,2168.0,936576.0,28.7,14.05,Hindi,24.19,Premium Shoppers,2025-01-03,nykaa,62221.6
Email,Tier 2 City Customers,17.0,"Google, WhatsApp, Instagram",15248.0,2184.0,933.0,315.0,217665.0,809.37,-0.15,English,22.51,Youth,2024-10-05,nykaa,254951.55
Influencer,Premium Shoppers,17.0,"YouTube, Email, Google",14003.0,1008.0,524.0,324.0,244296.0,654.25,0.15,Tamil,13.25,Premium Shoppers,2025-03-07,nykaa,211977.0
Influencer,Premium Shoppers,13.0,WhatsApp,51751.0,7300.0,4116.0,1982.0,903792.0,33.99,12.42,Tamil,25.89,Working Women,2025-04-17,nykaa,67368.18000000001
Paid Ads,College Students,17.0,"YouTube, Instagram, Email",83712.0,6057.0,3113.0,1943.0,823832.0,37.41,10.33,Hindi,13.28,Premium Shoppers,2024-10-07,nykaa,72687.62999999999
SEO,Youth,18.0,"Instagram, YouTube",75593.0,11146.0,6267.0,3681.0,1825776.0,20.14,23.63,Hindi,27.9,Tier 2 City Customers,2025-05-25,nykaa,74135.34
Paid Ads,Tier 2 City Customers,17.0,Google,80323.0,6530.0,1735.0,921.0,396951.0,263.31,0.64,Bengali,11.44,Working Women,2024-10-30,nykaa,242508.51
Paid Ads,Tier 2 City Customers,23.0,WhatsApp,21102.0,638.0,320.0,226.0,131306.0,207.35500000000002,1.8,Tamil,5.61,Premium Shoppers,2025-03-07,nykaa,46862.23
Email,Working Women,8.0,"YouTube, WhatsApp, Google",17656.0,2463.0,1226.0,546.0,232596.0,373.75,0.14,Bengali,23.99,College Students,2025-02-08,nykaa,204067.5
Social Media,Premium Shoppers,21.0,WhatsApp,34224.0,2701.0,865.0,307.0,113590.0,571.56,-0.35,Bengali,11.32,Tier 2 City Customers,2025-01-16,nykaa,175468.91999999998
Paid Ads,Premium Shoppers,16.0,"YouTube, Facebook",31178.0,3122.0,683.0,241.0,52056.0,267.9,-0.19,Hindi,12.98,College Students,2025-01-17,nykaa,64563.899999999994
Paid Ads,Working Women,13.0,Instagram,48495.0,2914.0,1509.0,959.0,261807.0,59.01,3.63,Bengali,11.1,College Students,2024-10-31,nykaa,56590.59
Social Media,Working Women,6.0,Email,57738.0,6835.0,3804.0,1267.0,918575.0,113.24,5.4,English,20.62,Premium Shoppers,2025-05-01,nykaa,143475.08
Email,Youth,26.0,Instagram,45538.0,6239.0,3142.0,2456.0,1151864.0,99.88,3.7,Tamil,25.99,Youth,2025-05-01,nykaa,245305.28
Email,Working Women,12.0,Instagram,90104.0,10352.0,5900.0,3134.0,1855328.0,74.69,6.93,Tamil,21.52,Youth,2024-10-02,nykaa,234078.46
Email,Working Women,7.0,"Instagram, YouTube, Email",56019.0,3589.0,1992.0,1272.0,643632.0,220.46,1.3,Hindi,12.23,Working Women,2024-10-02,nykaa,280425.12
Paid Ads,Tier 2 City Customers,17.0,"WhatsApp, Google",70317.0,9147.0,5169.0,2677.0,1595492.0,20.58,27.96,Hindi,24.17,Premium Shoppers,2024-10-02,nykaa,55092.659999999996
Email,Youth,13.0,"WhatsApp, Google",89786.0,3987.0,1097.0,333.0,146187.0,570.86,-0.23,Tamil,6.03,Working Women,2025-05-31,nykaa,190096.38
Paid Ads,Premium Shoppers,17.0,"WhatsApp, Facebook",99499.0,2514.0,591.0,191.0,94163.0,1349.16,-0.63,Tamil,3.31,Working Women,2024-09-13,nykaa,257689.56000000003
Social Media,Working Women,30.0,"YouTube, Google",65455.0,2458.0,879.0,267.0,126024.0,1113.49,-0.58,Bengali,5.51,Working Women,2024-11-23,nykaa,297301.83
Paid Ads,Tier 2 City Customers,17.0,"Google, Email, Instagram",28471.0,3379.0,1357.0,955.0,666590.0,184.92,2.77,English,19.99,Tier 2 City Customers,2024-12-03,nykaa,176598.59999999998
Paid Ads,Premium Shoppers,5.0,Instagram,12068.0,354.0,165.0,90.0,43920.0,2582.4,-0.81,English,5.05,College Students,2025-05-02,nykaa,232416.0
SEO,Youth,10.0,WhatsApp,55226.0,1915.0,880.0,534.0,110538.0,347.2,-0.4,Hindi,6.03,Youth,2025-05-02,nykaa,185404.8
Email,Working Women,30.0,"WhatsApp, YouTube, Facebook",21325.0,1026.0,284.0,115.0,91540.0,2469.12,-0.68,Bengali,6.68,College Students,2024-12-16,nykaa,283948.8
Social Media,Youth,25.0,Facebook,45650.0,6063.0,2292.0,1153.0,258272.0,117.65,0.9,English,20.83,Youth,2024-12-16,nykaa,135650.45
Email,Tier 2 City Customers,21.0,Facebook,63424.0,8697.0,1851.0,689.0,192231.0,207.35500000000002,0.35,English,17.72,Working Women,2025-03-30,nykaa,142867.595
Influencer,Working Women,19.0,YouTube,83020.0,6018.0,3480.0,2162.0,1707980.0,69.94,10.3,Tamil,14.04,College Students,2025-01-27,nykaa,151210.28
Influencer,Youth,19.0,"YouTube, WhatsApp, Facebook",91520.0,5684.0,2303.0,1544.0,500256.0,60.13,4.39,Bengali,10.41,College Students,2024-08-02,nykaa,92840.72
Social Media,College Students,10.0,Facebook,87478.0,8575.0,2515.0,1754.0,577066.0,53.05,5.2,English,14.68,Working Women,2025-01-05,nykaa,93049.7
Influencer,Premium Shoppers,12.0,"YouTube, Google",29681.0,4145.0,1448.0,602.0,175182.0,363.63,-0.2,Bengali,20.87,Working Women,2025-04-25,nykaa,218905.26
Paid Ads,Working Women,11.0,"Instagram, WhatsApp, Email",41265.0,4858.0,2623.0,1928.0,1422864.0,121.7,5.06,Bengali,22.8,Tier 2 City Customers,2024-08-25,nykaa,234637.6
Social Media,College Students,5.0,"Google, Facebook",95791.0,9536.0,3824.0,1970.0,525990.0,70.57,2.78,Bengali,16.0,College Students,2024-07-11,nykaa,139022.9
Paid Ads,Working Women,7.0,Instagram,73991.0,6096.0,1885.0,1199.0,416053.0,59.64,4.82,Hindi,12.41,College Students,2024-09-08,nykaa,71508.36
Social Media,Working Women,8.0,Email,79210.0,9451.0,2672.0,1389.0,297246.0,165.27,0.29,English,17.06,Tier 2 City Customers,2024-09-08,nykaa,229560.03000000003
SEO,Premium Shoppers,17.0,"Google, YouTube",25236.0,778.0,180.0,130.0,103480.0,422.23,0.89,English,4.31,Youth,2024-10-25,nykaa,54889.9
Paid Ads,Youth,19.0,"WhatsApp, YouTube",20457.0,2340.0,1138.0,813.0,249591.0,300.21,0.02,Tamil,20.98,Premium Shoppers,2025-03-14,nykaa,244070.72999999998
Email,Youth,9.0,"Email, Facebook",23359.0,2798.0,1612.0,695.0,159850.0,338.9,-0.32,Tamil,21.85,Working Women,2024-07-28,nykaa,235535.49999999997
Influencer,College Students,27.0,"Google, Email",51530.0,2906.0,759.0,376.0,140248.0,621.99,-0.4,Bengali,7.84,Working Women,2025-04-03,nykaa,233868.24
